
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   0.000932132
T[K]                          667.647             2277.065
P[atm]                        5.00000             5.00000
rho[kg/m3]                    2.39297             0.65900
MW[kg/kmol]                   26.21993            24.62696
Phi[-]                        0.00000             1.02247
H[J/kg]                       6.476478e+04        6.476478e+04
U[J/kg]                       -1.469491e+05       -7.040095e+05
Conv.(%) O2                   0.000000e+00        9.803182e+01
Conv.(%) N2                   0.000000e+00        -1.775652e+01
Total species (kmol/s)        1.359107e-03        1.447020e-03
Element(kmol/s) H             9.074935e-04        9.074935e-04
Element(kmol/s) O             4.437760e-04        4.437760e-04
Element(kmol/s) N             1.971941e-03        1.971941e-03
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
NO                            4.415055e-44        3.402689e-03
NH3                           1.445696e-01        6.123961e-04
H2                            1.093799e-43        1.251023e-03
O2                            1.992376e-01        3.921360e-03
H                             2.969018e-35        2.814633e-05
O                             5.516831e-27        4.643994e-05
OH                            2.185442e-35        1.615211e-03
HO2                           2.694158e-33        1.750747e-06
H2O                           4.238418e-44        2.160029e-01
H2O2                          3.175553e-45        1.349673e-07
NH2                           1.927954e-57        9.440528e-05
NH                            4.894309e-88        2.119678e-05
N                             7.673964e-45        8.424848e-06
NNH                           1.108359e-124       1.937813e-08
NH2OH                         3.381374e-87        6.854501e-08
H2NO                          3.469726e-144       1.695551e-07
HNOH                          5.640517e-166       4.764651e-08
HNO                           8.091489e-135       5.658165e-06
HON                           4.608872e-111       1.471694e-08
NO2                           3.313599e-44        6.933775e-07
HONO                          1.787752e-76        1.397208e-07
HNO2                          1.372706e-81        1.112036e-09
NO3                           3.091518e-63        2.802945e-13
HONO2                         2.083682e-76        4.153428e-12
N2O                           1.514881e-26        2.746305e-04
N2H4                          5.744520e-65        6.197798e-09
N2H3                          1.477743e-78        2.072736e-08
N2H2                          1.111950e-78        2.646802e-06
H2NN                          8.219660e-70        1.915527e-08
AR                            0.000000e+00        0.000000e+00
HE                            0.000000e+00        1.144659e-34
N2                            6.561928e-01        7.727098e-01
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
NO                            3.857977e-44        2.792704e-03
NH3                           2.225709e-01        8.855295e-04
H2                            1.422587e-42        1.528219e-02
O2                            1.632601e-01        3.018037e-03
H                             7.722961e-34        6.876571e-04
O                             9.041249e-27        7.148411e-05
OH                            3.369327e-35        2.338903e-03
HO2                           2.140236e-33        1.306295e-06
H2O                           6.168806e-44        2.952814e-01
H2O2                          2.447897e-45        9.771958e-08
NH2                           3.154891e-57        1.450986e-04
NH                            8.546683e-88        3.476605e-05
N                             1.436502e-44        1.481248e-05
NNH                           1.001347e-124       1.644354e-08
NH2OH                         2.684208e-87        5.110672e-08
H2NO                          2.841046e-144       1.303986e-07
HNOH                          4.618512e-166       3.664320e-08
HNO                           6.840727e-135       4.492918e-06
HON                           3.896444e-111       1.168613e-08
NO2                           1.888541e-44        3.711722e-07
HONO                          9.970588e-77        7.319035e-08
HNO2                          7.655811e-82        5.825212e-10
NO3                           1.307325e-63        1.113283e-13
HONO2                         8.670413e-77        1.623283e-12
N2O                           9.024626e-27        1.536663e-04
N2H4                          4.700147e-65        4.762931e-09
N2H3                          1.248351e-78        1.644603e-08
N2H2                          9.708708e-79        2.170586e-06
H2NN                          7.176787e-70        1.570882e-08
AR                            0.000000e+00        0.000000e+00
HE                            0.000000e+00        7.042088e-34
N2                            6.141690e-01        6.792849e-01
-----------------------------------------------------------------------------
