
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   1.17718e-07
T[K]                          800.000             800.000
P[atm]                        5.00000             5.00000
rho[kg/m3]                    2.19744             2.19744
MW[kg/kmol]                   28.85064            28.85064
Phi[-]                        0.00000             0.00000
H[J/kg]                       5.272431e+05        5.272431e+05
U[J/kg]                       2.966912e+05        2.966912e+05
Conv.(%) O2                   0.000000e+00        0.000000e+00
Conv.(%) N2                   0.000000e+00        0.000000e+00
Total species (kmol/s)        6.470216e-03        6.470216e-03
Element(kmol/s) O             2.717491e-03        2.717491e-03
Element(kmol/s) N             1.022294e-02        1.022294e-02
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
NO                            0.000000e+00        5.161209e-44
NH3                           0.000000e+00        1.082953e-66
H2                            0.000000e+00        1.634972e-42
O2                            2.329092e-01        2.329092e-01
H                             0.000000e+00        4.437982e-34
O                             0.000000e+00        6.449188e-27
OH                            0.000000e+00        1.702386e-34
HO2                           0.000000e+00        0.000000e+00
H2O                           0.000000e+00        0.000000e+00
H2O2                          0.000000e+00        5.073833e-42
NH2                           0.000000e+00        9.011800e-57
NH                            0.000000e+00        3.810878e-59
N                             0.000000e+00        8.970881e-45
NNH                           0.000000e+00        1.331378e-38
NH2OH                         0.000000e+00        1.581133e-86
H2NO                          0.000000e+00        4.297903e-63
HNOH                          0.000000e+00        8.194992e-69
HNO                           0.000000e+00        5.492541e-61
HON                           0.000000e+00        2.629083e-133
NO2                           0.000000e+00        3.873604e-44
HONO                          0.000000e+00        7.450341e-86
HNO2                          0.000000e+00        1.287013e-90
NO3                           0.000000e+00        3.613992e-63
HONO2                         0.000000e+00        6.481674e-86
N2O                           0.000000e+00        1.770900e-26
N2H4                          0.000000e+00        2.686143e-64
N2H3                          0.000000e+00        8.197630e-69
N2H2                          0.000000e+00        1.624847e-78
H2NN                          0.000000e+00        1.921760e-69
AR                            0.000000e+00        0.000000e+00
HE                            0.000000e+00        0.000000e+00
N2                            7.670908e-01        7.670908e-01
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
NO                            0.000000e+00        4.962481e-44
NH3                           0.000000e+00        1.834530e-66
H2                            0.000000e+00        2.339781e-41
O2                            2.100000e-01        2.100000e-01
H                             0.000000e+00        1.270224e-32
O                             0.000000e+00        1.162968e-26
OH                            0.000000e+00        2.887925e-34
HO2                           0.000000e+00        0.000000e+00
H2O                           0.000000e+00        0.000000e+00
H2O2                          0.000000e+00        4.303620e-42
NH2                           0.000000e+00        1.622644e-56
NH                            0.000000e+00        7.322429e-59
N                             0.000000e+00        1.847759e-44
NNH                           0.000000e+00        1.323517e-38
NH2OH                         0.000000e+00        1.381069e-86
H2NO                          0.000000e+00        3.872252e-63
HNOH                          0.000000e+00        7.383385e-69
HNO                           0.000000e+00        5.109413e-61
HON                           0.000000e+00        2.445694e-133
NO2                           0.000000e+00        2.429213e-44
HONO                          0.000000e+00        4.572078e-86
HNO2                          0.000000e+00        7.898062e-91
NO3                           0.000000e+00        1.681601e-63
HONO2                         0.000000e+00        2.967696e-86
N2O                           0.000000e+00        1.160829e-26
N2H4                          0.000000e+00        2.418303e-64
N2H3                          0.000000e+00        7.619914e-69
N2H2                          0.000000e+00        1.561035e-78
H2NN                          0.000000e+00        1.846287e-69
AR                            0.000000e+00        0.000000e+00
HE                            0.000000e+00        0.000000e+00
N2                            7.900000e-01        7.900000e-01
-----------------------------------------------------------------------------
