
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   6.71443e-06
T[K]                          300.000             300.000
P[atm]                        5.00000             5.00000
rho[kg/m3]                    3.45917             3.45917
MW[kg/kmol]                   17.03100            17.03100
Phi[-]                        1000.00000          1000.00000
H[J/kg]                       -2.671757e+06       -2.671757e+06
U[J/kg]                       -2.818216e+06       -2.818216e+06
Conv.(%) NH3                  0.000000e+00        0.000000e+00
Total species (kmol/s)        3.024978e-04        3.024978e-04
Element(kmol/s) H             9.074935e-04        9.074935e-04
Element(kmol/s) N             3.024978e-04        3.024978e-04
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
NO                            0.000000e+00        2.248940e-143
NH3                           1.000000e+00        1.000000e+00
H2                            0.000000e+00        7.997872e-67
O2                            0.000000e+00        0.000000e+00
H                             0.000000e+00        1.415423e-62
O                             0.000000e+00        5.329055e-81
OH                            0.000000e+00        3.445812e-84
HO2                           0.000000e+00        1.189752e-117
H2O                           0.000000e+00        4.632356e-82
H2O2                          0.000000e+00        0.000000e+00
NH2                           0.000000e+00        2.250060e-61
NH                            0.000000e+00        3.385434e-87
N                             0.000000e+00        6.409492e-97
NNH                           0.000000e+00        7.666608e-124
NH2OH                         0.000000e+00        0.000000e+00
H2NO                          0.000000e+00        2.400038e-143
HNOH                          0.000000e+00        3.901592e-165
HNO                           0.000000e+00        5.596950e-134
HON                           0.000000e+00        3.110822e-177
NO2                           0.000000e+00        3.752548e-190
HONO                          0.000000e+00        6.659344e-206
HNO2                          0.000000e+00        1.489124e-227
NO3                           0.000000e+00        1.257392e-225
HONO2                         0.000000e+00        3.165892e-258
N2O                           0.000000e+00        5.348047e-144
N2H4                          0.000000e+00        1.904402e-82
N2H3                          0.000000e+00        3.020479e-105
N2H2                          0.000000e+00        8.182282e-94
H2NN                          0.000000e+00        6.948890e-93
AR                            0.000000e+00        0.000000e+00
HE                            0.000000e+00        0.000000e+00
N2                            0.000000e+00        7.923511e-104
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
NO                            0.000000e+00        1.276468e-143
NH3                           1.000000e+00        1.000000e+00
H2                            0.000000e+00        6.756535e-66
O2                            0.000000e+00        0.000000e+00
H                             0.000000e+00        2.391475e-61
O                             0.000000e+00        5.672800e-81
OH                            0.000000e+00        3.450675e-84
HO2                           0.000000e+00        6.139084e-118
H2O                           0.000000e+00        4.379332e-82
H2O2                          0.000000e+00        0.000000e+00
NH2                           0.000000e+00        2.391610e-61
NH                            0.000000e+00        3.839982e-87
N                             0.000000e+00        7.793250e-97
NNH                           0.000000e+00        4.499001e-124
NH2OH                         0.000000e+00        0.000000e+00
H2NO                          0.000000e+00        1.276468e-143
HNOH                          0.000000e+00        2.075074e-165
HNO                           0.000000e+00        3.073504e-134
HON                           0.000000e+00        1.708274e-177
NO2                           0.000000e+00        1.389189e-190
HONO                          0.000000e+00        2.412424e-206
HNO2                          0.000000e+00        5.394523e-228
NO3                           0.000000e+00        3.453753e-226
HONO2                         0.000000e+00        8.556832e-259
N2O                           0.000000e+00        2.069447e-144
N2H4                          0.000000e+00        1.012103e-82
N2H3                          0.000000e+00        1.657380e-105
N2H2                          0.000000e+00        4.640441e-94
H2NN                          0.000000e+00        3.940944e-93
AR                            0.000000e+00        0.000000e+00
HE                            0.000000e+00        0.000000e+00
N2                            0.000000e+00        4.817067e-104
-----------------------------------------------------------------------------
