
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   0.000934126
T[K]                          668.736             2277.648
P[atm]                        5.00000             5.00000
rho[kg/m3]                    2.39121             0.66035
MW[kg/kmol]                   26.24341            24.68369
Phi[-]                        0.00000             1.01076
H[J/kg]                       6.930224e+04        6.930224e+04
U[J/kg]                       -1.425674e+05       -6.979015e+05
Conv.(%) O2                   0.000000e+00        9.782980e+01
Conv.(%) N2                   0.000000e+00        -1.752948e+01
Total species (kmol/s)        1.371346e-03        1.457999e-03
Element(kmol/s) H             9.074935e-04        9.074935e-04
Element(kmol/s) O             4.489163e-04        4.489163e-04
Element(kmol/s) N             1.991278e-03        1.991278e-03
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
NO                            4.422376e-44        3.898884e-03
NH3                           1.431512e-01        5.002001e-04
H2                            1.400924e-42        1.078771e-03
O2                            1.995680e-01        4.331016e-03
H                             3.802680e-34        2.744637e-05
O                             5.525979e-27        5.810680e-05
OH                            1.458688e-34        1.821420e-03
HO2                           1.703144e-118       1.853363e-06
H2O                           6.631275e-83        2.153798e-01
H2O2                          4.347507e-42        1.695319e-07
NH2                           7.721782e-57        8.423968e-05
NH                            3.265346e-59        1.885943e-05
N                             7.686688e-45        7.062517e-06
NNH                           1.140790e-38        1.846657e-08
NH2OH                         1.354792e-86        6.613485e-08
H2NO                          3.682653e-63        1.563484e-07
HNOH                          7.021869e-69        4.421612e-08
HNO                           4.706277e-61        5.790895e-06
HON                           2.252727e-133       1.396310e-08
NO2                           3.319093e-44        9.208171e-07
HONO                          6.383815e-86        1.792972e-07
HNO2                          1.102776e-90        1.427628e-09
NO3                           3.096644e-63        4.639839e-13
HONO2                         5.553814e-86        6.217999e-12
N2O                           1.517393e-26        2.841751e-04
N2H4                          2.301618e-64        4.861300e-09
N2H3                          7.024130e-69        1.491418e-08
N2H2                          1.392248e-78        2.022694e-06
H2NN                          1.646658e-69        1.447027e-08
AR                            0.000000e+00        0.000000e+00
HE                            0.000000e+00        0.000000e+00
N2                            6.572808e-01        7.724987e-01
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
NO                            3.867834e-44        3.207320e-03
NH3                           2.205846e-01        7.249594e-04
H2                            1.823662e-41        1.320836e-02
O2                            1.636772e-01        3.341005e-03
H                             9.900325e-33        6.721008e-04
O                             9.064349e-27        8.964874e-05
OH                            2.250893e-34        2.643581e-03
HO2                           1.354187e-118       1.386046e-06
H2O                           9.660131e-83        2.951079e-01
H2O2                          3.354308e-42        1.230279e-07
NH2                           1.264719e-56        1.297726e-04
NH                            5.707214e-59        3.100369e-05
N                             1.440172e-44        1.244585e-05
NNH                           1.031569e-38        1.570612e-08
NH2OH                         1.076427e-86        4.942331e-08
H2NO                          3.018093e-63        1.205189e-07
HNOH                          5.754724e-69        3.408335e-08
HNO                           3.982355e-61        4.608908e-06
HON                           1.906211e-133       1.111307e-08
NO2                           1.893366e-44        4.940586e-07
HONO                          3.563548e-86        9.413813e-08
HNO2                          6.155871e-91        7.495616e-10
NO3                           1.310666e-63        1.847112e-13
HONO2                         2.313068e-86        2.435777e-12
N2O                           9.047684e-27        1.593731e-04
N2H4                          1.884863e-64        3.744455e-09
N2H3                          5.939078e-69        1.186085e-08
N2H2                          1.216695e-78        1.662589e-06
H2NN                          1.439025e-69        1.189409e-08
AR                            0.000000e+00        0.000000e+00
HE                            0.000000e+00        0.000000e+00
N2                            6.157382e-01        6.806639e-01
-----------------------------------------------------------------------------
