t[s](1)             csi[m](2)           T0[K](3)            P0[Pa](4)           T[K](5)             P[Pa](6)            v[m/s](7)           rho[kg/m3](8)       MW[kg/kmol](9)      NO_x(10)        NH3_x(11)       H2_x(12)        O2_x(13)        H_x(14)         O_x(15)         OH_x(16)        HO2_x(17)       H2O_x(18)       H2O2_x(19)      NH2_x(20)       NH_x(21)        N_x(22)         NNH_x(23)       NH2OH_x(24)     H2NO_x(25)      HNOH_x(26)      HNO_x(27)       HON_x(28)       NO2_x(29)       HONO_x(30)      HNO2_x(31)      NO3_x(32)       HONO2_x(33)     N2O_x(34)       N2H4_x(35)      N2H3_x(36)      N2H2_x(37)      H2NN_x(38)      AR_x(39)        HE_x(40)        N2_x(41)        NO_w(42)        NH3_w(43)       H2_w(44)        O2_w(45)        H_w(46)         O_w(47)         OH_w(48)        HO2_w(49)       H2O_w(50)       H2O2_w(51)      NH2_w(52)       NH_w(53)        N_w(54)         NNH_w(55)       NH2OH_w(56)     H2NO_w(57)      HNOH_w(58)      HNO_w(59)       HON_w(60)       NO2_w(61)       HONO_w(62)      HNO2_w(63)      NO3_w(64)       HONO2_w(65)     N2O_w(66)       N2H4_w(67)      N2H3_w(68)      N2H2_w(69)      H2NN_w(70)      AR_w(71)        HE_w(72)        N2_w(73)        
0.000000e+00        0.000000e+00        2.072084e+03        5.066250e+05        2.072084e+03        5.066250e+05        1.613721e+01        7.281975e-01        2.476304e+01        2.827832e-03    1.022261e-05    7.767105e-03    5.585468e-04    2.414872e-04    2.417904e-05    1.209824e-03    2.374245e-07    3.037026e-01    7.514123e-08    1.217359e-06    1.923109e-07    5.983068e-08    1.852974e-09    8.467010e-10    9.479218e-10    2.219764e-10    2.848636e-07    1.116774e-08    3.340943e-07    1.046975e-07    7.068537e-10    9.783474e-14    2.090467e-12    5.352920e-06    2.296860e-12    3.313520e-11    2.814089e-09    2.077457e-11    0.000000e+00    0.000000e+00    6.836503e-01    3.426554e-03    7.030689e-06    6.323328e-04    7.217360e-04    9.829935e-06    1.562168e-05    8.308944e-04    3.164567e-07    2.209423e-01    1.032124e-07    7.876959e-07    1.166072e-07    3.384270e-08    2.171664e-09    1.129366e-09    1.225792e-09    2.870458e-10    3.567720e-07    1.398682e-08    6.206832e-07    1.987697e-07    1.341972e-09    2.449677e-13    5.319400e-12    9.514100e-06    2.972380e-12    4.153166e-11    3.412630e-09    2.519320e-11    0.000000e+00    0.000000e+00    7.734017e-01    
1.578680e-07        2.547554e-06        2.072084e+03        5.066250e+05        2.072092e+03        5.066250e+05        1.613726e+01        7.281950e-01        2.476306e+01        2.827773e-03    1.011024e-05    7.766257e-03    5.581117e-04    2.414159e-04    2.416907e-05    1.209601e-03    2.372404e-07    3.037040e-01    7.511637e-08    1.198657e-06    1.880526e-07    5.808475e-08    1.851420e-09    8.381648e-10    9.304571e-10    2.177864e-10    2.841801e-07    1.116775e-08    3.340682e-07    1.046774e-07    7.067232e-10    9.778666e-14    2.089841e-12    5.328349e-06    1.837229e-12    3.106260e-11    2.566955e-09    1.904652e-11    0.000000e+00    0.000000e+00    6.836508e-01    3.426481e-03    6.953403e-06    6.322634e-04    7.211734e-04    9.827029e-06    1.561523e-05    8.307410e-04    3.162113e-07    2.209431e-01    1.031782e-07    7.755944e-07    1.140251e-07    3.285512e-08    2.169842e-09    1.117979e-09    1.203208e-09    2.816274e-10    3.559158e-07    1.398683e-08    6.206344e-07    1.987315e-07    1.341724e-09    2.448472e-13    5.317803e-12    9.470423e-06    2.377568e-12    3.893385e-11    3.112930e-09    2.309759e-11    0.000000e+00    0.000000e+00    7.734018e-01    
7.315074e-07        1.180459e-05        2.072084e+03        5.066250e+05        2.072121e+03        5.066250e+05        1.613746e+01        7.281861e-01        2.476310e+01        2.827568e-03    9.703639e-06    7.763182e-03    5.565401e-04    2.411432e-04    2.413349e-05    1.208788e-03    2.365263e-07    3.037088e-01    7.500037e-08    1.144231e-06    1.780799e-07    5.419261e-08    1.846500e-09    8.018664e-10    8.863206e-10    2.074683e-10    2.821384e-07    1.116778e-08    3.339547e-07    1.045815e-07    7.060940e-10    9.759283e-14    2.087387e-12    5.233913e-06    1.276208e-12    2.304902e-11    1.864254e-09    1.409451e-11    0.000000e+00    0.000000e+00    6.836524e-01    3.426227e-03    6.673747e-06    6.320119e-04    7.191413e-04    9.815907e-06    1.559222e-05    8.301809e-04    3.152589e-07    2.209463e-01    1.030187e-07    7.403762e-07    1.079780e-07    3.065351e-08    2.164072e-09    1.069561e-09    1.146131e-09    2.682843e-10    3.533581e-07    1.398684e-08    6.204226e-07    1.985490e-07    1.340527e-09    2.443614e-13    5.311549e-12    9.302560e-06    1.651545e-12    2.888957e-11    2.260765e-09    1.709230e-11    0.000000e+00    0.000000e+00    7.734023e-01    
2.071201e-06        3.342417e-05        2.072084e+03        5.066250e+05        2.072189e+03        5.066250e+05        1.613792e+01        7.281654e-01        2.476321e+01        2.827124e-03    8.810654e-06    7.756010e-03    5.529218e-04    2.405060e-04    2.405029e-05    1.206871e-03    2.348207e-07    3.037201e-01    7.473238e-08    1.037025e-06    1.617808e-07    4.937057e-08    1.836455e-09    7.246054e-10    8.124375e-10    1.900383e-10    2.787542e-07    1.116785e-08    3.336299e-07    1.043633e-07    7.046631e-10    9.712704e-14    2.081280e-12    5.001544e-06    1.005793e-12    1.155844e-11    9.488953e-10    7.100546e-12    0.000000e+00    0.000000e+00    6.836563e-01    3.425674e-03    6.059564e-06    6.314254e-04    7.144629e-04    9.789928e-06    1.553840e-05    8.288609e-04    3.129842e-07    2.209535e-01    1.026502e-07    6.710055e-07    9.809470e-08    2.792585e-08    2.152290e-09    9.665030e-10    1.050586e-09    2.457439e-10    3.491180e-07    1.398687e-08    6.198164e-07    1.981340e-07    1.337804e-09    2.431941e-13    5.295986e-12    8.889517e-06    1.301594e-12    1.448725e-11    1.150712e-09    8.610734e-12    0.000000e+00    0.000000e+00    7.734034e-01    
4.905680e-06        7.916811e-05        2.072084e+03        5.066250e+05        2.072328e+03        5.066250e+05        1.613886e+01        7.281229e-01        2.476343e+01        2.826305e-03    7.187325e-06    7.740938e-03    5.454917e-04    2.391610e-04    2.387421e-05    1.202787e-03    2.312972e-07    3.037433e-01    7.416555e-08    8.438097e-07    1.327896e-07    4.135713e-08    1.817543e-09    5.881285e-10    6.830718e-10    1.595245e-10    2.726767e-07    1.116799e-08    3.328842e-07    1.039068e-07    7.016673e-10    9.612925e-14    2.068020e-12    4.491191e-06    6.556889e-13    3.763531e-12    3.212992e-10    2.293402e-12    0.000000e+00    0.000000e+00    6.836644e-01    3.424651e-03    4.943068e-06    6.301926e-04    7.048556e-04    9.735091e-06    1.542450e-05    8.260488e-04    3.082850e-07    2.209684e-01    1.018707e-07    5.459810e-07    8.051532e-08    2.339294e-08    2.130106e-09    7.844586e-10    8.832914e-10    2.062837e-10    3.415034e-07    1.398692e-08    6.184256e-07    1.972655e-07    1.332105e-09    2.406936e-13    5.262197e-12    7.982366e-06    8.485175e-13    4.717137e-12    3.896315e-10    2.781152e-12    0.000000e+00    0.000000e+00    7.734055e-01    
1.199016e-05        1.935116e-04        2.072084e+03        5.066250e+05        2.072661e+03        5.066250e+05        1.614109e+01        7.280225e-01        2.476399e+01        2.824806e-03    4.357493e-06    7.704190e-03    5.281702e-04    2.357839e-04    2.342588e-05    1.192223e-03    2.230051e-07    3.037987e-01    7.272616e-08    5.084961e-07    8.201195e-08    2.743971e-08    1.777534e-09    3.524141e-10    4.597865e-10    1.068577e-10    2.613392e-07    1.116831e-08    3.310587e-07    1.027709e-07    6.942007e-10    9.364332e-14    2.034911e-12    3.271627e-06    2.375679e-13    1.034865e-12    9.167876e-11    6.368465e-13    0.000000e+00    0.000000e+00    6.836834e-01    3.422757e-03    2.996789e-06    6.271868e-04    6.824583e-04    9.597409e-06    1.513450e-05    8.187749e-04    2.972261e-07    2.210037e-01    9.989132e-08    3.290113e-07    4.972581e-08    1.552044e-08    2.083170e-09    4.700469e-10    5.945440e-10    1.381764e-10    3.272967e-07    1.398700e-08    6.150203e-07    1.951045e-07    1.317900e-09    2.344638e-13    5.177834e-12    5.814657e-06    3.074262e-13    1.297050e-12    1.111741e-10    7.722705e-13    0.000000e+00    0.000000e+00    7.734096e-01    
1.939644e-05        3.130651e-04        2.072084e+03        5.066250e+05        2.072988e+03        5.066250e+05        1.614326e+01        7.279247e-01        2.476457e+01        2.823776e-03    2.617599e-06    7.667544e-03    5.117153e-04    2.322027e-04    2.293831e-05    1.180468e-03    2.150076e-07    3.038532e-01    7.116563e-08    3.034882e-07    5.052663e-08    1.884722e-08    1.741944e-09    2.093000e-10    3.239346e-10    7.481751e-11    2.532494e-07    1.116861e-08    3.291705e-07    1.015615e-07    6.862299e-10    9.101768e-14    1.999779e-12    2.254724e-06    8.421590e-14    3.591510e-13    3.248329e-11    2.296049e-13    0.000000e+00    0.000000e+00    6.837020e-01    3.421429e-03    1.800166e-06    6.241889e-04    6.611811e-04    9.451418e-06    1.481916e-05    8.106829e-04    2.865603e-07    2.210382e-01    9.774561e-08    1.963608e-07    3.063479e-08    1.066011e-08    2.041412e-09    2.791560e-10    4.188659e-10    9.674331e-11    3.171578e-07    1.398705e-08    6.114981e-07    1.928041e-07    1.302737e-09    2.278845e-13    5.088321e-12    4.007224e-06    1.089776e-13    4.501322e-13    3.938987e-11    2.784234e-13    0.000000e+00    0.000000e+00    7.734125e-01    
2.847216e-05        4.595881e-04        2.072084e+03        5.066250e+05        2.073365e+03        5.066250e+05        1.614575e+01        7.278125e-01        2.476526e+01        2.822927e-03    1.432732e-06    7.625240e-03    4.934375e-04    2.277676e-04    2.231954e-05    1.165198e-03    2.059837e-07    3.039160e-01    6.919045e-08    1.648553e-07    2.898412e-08    1.298471e-08    1.703085e-09    1.132984e-10    2.325877e-10    5.327929e-11    2.462633e-07    1.116894e-08    3.268203e-07    1.000417e-07    6.761870e-10    8.776205e-14    1.955776e-12    1.397731e-06    2.476747e-14    1.173469e-13    1.070237e-11    8.160383e-14    0.000000e+00    0.000000e+00    6.837231e-01    3.420305e-03    9.852855e-07    6.207277e-04    6.375468e-04    9.270637e-06    1.441900e-05    8.001739e-04    2.745256e-07    2.210777e-01    9.503005e-08    1.066606e-07    1.757287e-08    7.344030e-09    1.995817e-09    1.511087e-10    3.007407e-10    6.889123e-11    3.084001e-07    1.398708e-08    6.071153e-07    1.899137e-07    1.283636e-09    2.197271e-13    4.976219e-12    2.484057e-06    3.204886e-14    1.470694e-13    1.297754e-11    9.895163e-14    0.000000e+00    0.000000e+00    7.734148e-01    
3.906480e-05        6.306288e-04        2.072084e+03        5.066250e+05        2.073780e+03        5.066250e+05        1.614847e+01        7.276899e-01        2.476604e+01        2.822237e-03    7.355969e-07    7.579275e-03    4.742085e-04    2.226064e-04    2.158532e-05    1.146635e-03    1.963573e-07    3.039848e-01    6.685266e-08    8.404898e-08    1.629984e-08    9.524739e-09    1.661517e-09    5.790727e-11    1.797679e-10    4.083170e-11    2.402560e-07    1.116930e-08    3.240202e-07    9.823906e-08    6.642460e-10    8.397461e-14    1.903810e-12    8.060000e-07    6.495941e-15    3.551481e-14    3.270004e-12    2.988731e-14    0.000000e+00    0.000000e+00    6.837460e-01    3.419361e-03    5.058520e-07    6.169665e-04    6.126826e-04    9.060279e-06    1.394424e-05    7.874014e-04    2.616877e-07    2.211208e-01    9.181629e-08    5.437755e-08    9.882166e-09    5.386933e-09    1.947043e-09    7.722982e-11    2.324364e-10    5.279458e-11    3.008676e-07    1.398709e-08    6.018946e-07    1.864857e-07    1.260928e-09    2.102379e-13    4.843844e-12    1.432384e-06    8.405417e-15    4.450887e-14    3.965035e-12    3.623977e-14    0.000000e+00    0.000000e+00    7.734163e-01    
5.206537e-05        8.405885e-04        2.072084e+03        5.066250e+05        2.074256e+03        5.066250e+05        1.615158e+01        7.275495e-01        2.476695e+01        2.821598e-03    3.481951e-07    7.527283e-03    4.530314e-04    2.164193e-04    2.069463e-05    1.123529e-03    1.856581e-07    3.040636e-01    6.402358e-08    3.966631e-08    9.261478e-09    7.568423e-09    1.614062e-09    2.786060e-11    1.511508e-10    3.409404e-11    2.344243e-07    1.116971e-08    3.205456e-07    9.603474e-08    6.496147e-10    7.946137e-14    1.840652e-12    4.380104e-07    1.508719e-15    1.088111e-14    1.006294e-12    1.323798e-14    0.000000e+00    0.000000e+00    6.837721e-01    3.418461e-03    2.394365e-07    6.127117e-04    5.853000e-04    8.808136e-06    1.336835e-05    7.715066e-04    2.474197e-07    2.211699e-01    8.792757e-08    2.566215e-08    5.614784e-09    4.280337e-09    1.891364e-09    3.715579e-11    1.954278e-10    4.408130e-11    2.935538e-07    1.398709e-08    5.954185e-07    1.822946e-07    1.233108e-09    1.989313e-13    4.682980e-12    7.783820e-07    1.952134e-15    1.363623e-14    1.220134e-12    1.605109e-14    0.000000e+00    0.000000e+00    7.734174e-01    
