
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   0.000997188
T[K]                          2277.065            2117.196
P[atm]                        5.00000             5.00000
rho[kg/m3]                    0.65900             0.71071
MW[kg/kmol]                   24.62696            24.69453
Phi[-]                        0.00000             1.02247
H[J/kg]                       6.476478e+04        -2.829227e+05
U[J/kg]                       -7.040095e+05       -9.957664e+05
Conv.(%) O2                   0.000000e+00        8.760610e+01
Conv.(%) N2                   0.000000e+00        -1.307680e-01
Total species (kmol/s)        1.447020e-03        1.443060e-03
Element(kmol/s) H             9.074935e-04        9.074935e-04
Element(kmol/s) O             4.437760e-04        4.437760e-04
Element(kmol/s) N             1.971941e-03        1.971941e-03
Element(kmol/s) HE            1.019004e-36        1.019004e-36
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
NO                            3.402689e-03        2.910149e-03
NH3                           6.123961e-04        9.408693e-06
H2                            1.251023e-03        8.571889e-04
O2                            3.921360e-03        4.860094e-04
H                             2.814633e-05        1.208933e-05
O                             4.643994e-05        1.371742e-05
OH                            1.615211e-03        8.113246e-04
HO2                           1.750747e-06        2.270849e-07
H2O                           2.160029e-01        2.211697e-01
H2O2                          1.349673e-07        7.583872e-08
NH2                           9.440528e-05        9.915089e-07
NH                            2.119678e-05        1.630172e-07
N                             8.424848e-06        5.607583e-08
NNH                           1.937813e-08        2.722337e-09
NH2OH                         6.854501e-08        1.072821e-09
H2NO                          1.695551e-07        1.412196e-09
HNOH                          4.764651e-08        3.437365e-10
HNO                           5.658165e-06        3.176283e-07
HON                           1.471694e-08        1.473749e-08
NO2                           6.933775e-07        4.017704e-07
HONO                          1.397208e-07        1.286439e-07
HNO2                          1.112036e-09        9.030893e-10
NO3                           2.802945e-13        1.081288e-13
HONO2                         4.153428e-12        2.633495e-12
N2O                           2.746305e-04        7.835693e-06
N2H4                          6.197798e-09        3.390914e-12
N2H3                          2.072736e-08        4.667486e-11
N2H2                          2.646802e-06        4.091122e-09
H2NN                          1.915527e-08        2.857514e-11
AR                            0.000000e+00        0.000000e+00
HE                            1.144659e-34        1.144659e-34
N2                            7.727098e-01        7.737202e-01
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
NO                            2.792704e-03        2.395013e-03
NH3                           8.855295e-04        1.364238e-05
H2                            1.528219e-02        1.049994e-02
O2                            3.018037e-03        3.750789e-04
H                             6.876571e-04        2.961711e-04
O                             7.148411e-05        2.117291e-05
OH                            2.338903e-03        1.178061e-03
HO2                           1.306295e-06        1.699011e-07
H2O                           2.952814e-01        3.031741e-01
H2O2                          9.771958e-08        5.505974e-08
NH2                           1.450986e-04        1.528107e-06
NH                            3.476605e-05        2.681075e-07
N                             1.481248e-05        9.886247e-08
NNH                           1.644354e-08        2.316410e-09
NH2OH                         5.110672e-08        8.020831e-10
H2NO                          1.303986e-07        1.089049e-09
HNOH                          3.664320e-08        2.650807e-10
HNO                           4.492918e-06        2.529078e-07
HON                           1.168613e-08        1.173455e-08
NO2                           3.711722e-07        2.156620e-07
HONO                          7.319035e-08        6.757283e-08
HNO2                          5.825212e-10        4.743660e-10
NO3                           1.113283e-13        4.306479e-14
HONO2                         1.623283e-12        1.032072e-12
N2O                           1.536663e-04        4.396401e-06
N2H4                          4.762931e-09        2.613027e-12
N2H3                          1.644603e-08        3.713557e-11
N2H2                          2.170586e-06        3.364247e-09
H2NN                          1.570882e-08        2.349816e-11
AR                            0.000000e+00        0.000000e+00
HE                            7.042088e-34        7.061412e-34
N2                            6.792849e-01        6.820397e-01
-----------------------------------------------------------------------------
